date,product
2018-05-23,sz159915
2018-05-24,sz159915
2018-05-25,sh511010
2018-05-28,sh510050
2018-05-29,sh510050
2018-05-30,空仓
2018-05-31,sh510050
2018-06-01,sh511010
2018-06-04,sh511010
2018-06-05,sh510050
2018-06-06,sh510050
2018-06-07,sh510050
2018-06-08,sh510050
2018-06-11,sh510050
2018-06-12,sh510050
2018-06-13,空仓
2018-06-14,空仓
2018-06-15,sh511010
2018-06-19,sh511010
2018-06-20,sh511010
2018-06-21,sh511010
2018-06-22,sh511010
2018-06-25,sh511010
2018-06-26,sh511010
2018-06-27,sh511010
2018-06-28,sh511010
2018-06-29,sh511010
2018-07-02,sh511010
2018-07-03,sh511010
2018-07-04,sh511010
2018-07-05,sh511010
2018-07-06,sh511010
2018-07-09,sh511010
2018-07-10,sh511010
2018-07-11,sh511010
2018-07-12,sh511010
2018-07-13,sh511010
2018-07-16,sh511010
2018-07-17,sh511010
2018-07-18,sh511010
2018-07-19,sh511010
2018-07-20,sh511010
2018-07-23,sh511010
2018-07-24,sh511010
2018-07-25,sh511010
2018-07-26,sz159915
2018-07-27,sz159915
2018-07-30,sz159915
2018-07-31,sz159915
2018-08-01,sz159915
2018-08-02,sh511010
2018-08-03,sh511010
2018-08-06,sh511010
2018-08-07,sh510050
2018-08-08,sh510050
2018-08-09,sh510050
2018-08-10,sh510050
2018-08-13,sh510050
2018-08-14,sh510050
2018-08-15,sh511010
2018-08-16,sh511010
2018-08-17,空仓
2018-08-20,空仓
2018-08-21,空仓
2018-08-22,sh510050
2018-08-23,sh510050
2018-08-24,sh510050
2018-08-27,sh510050
2018-08-28,sh510050
2018-08-29,空仓
2018-08-30,sh511010
2018-08-31,sh511010
2018-09-03,空仓
2018-09-04,空仓
2018-09-05,空仓
2018-09-06,空仓
2018-09-07,空仓
2018-09-10,空仓
2018-09-11,空仓
2018-09-12,空仓
2018-09-13,空仓
2018-09-14,空仓
2018-09-17,空仓
2018-09-18,空仓
2018-09-19,sh510050
2018-09-20,sh510050
2018-09-21,sh510050
2018-09-25,sh510050
2018-09-26,sh510050
2018-09-27,sh510050
2018-09-28,sh510050
2018-10-08,sh510050
2018-10-09,sh510050
2018-10-10,sh510050
2018-10-11,sh511010
2018-10-12,sh511010
